Date_Time,NO2(GT)
31/10/2004 12.00.00,717
31/10/2004 13.00.00,226
31/10/2004 14.00.00,161
31/10/2004 15.00.00,182
31/10/2004 16.00.00,289
31/10/2004 17.00.00,340
31/10/2004 18.00.00,544
31/10/2004 19.00.00,543
31/10/2004 20.00.00,501
31/10/2004 21.00.00,521
31/10/2004 22.00.00,352
31/10/2004 23.00.00,321
01/11/2004 00.00.00,318
01/11/2004 01.00.00,338
01/11/2004 02.00.00,353
01/11/2004 03.00.00,559
01/11/2004 04.00.00,540
01/11/2004 05.00.00,279
01/11/2004 06.00.00,200
01/11/2004 07.00.00,180
01/11/2004 08.00.00,213
01/11/2004 09.00.00,266
01/11/2004 10.00.00,247
01/11/2004 11.00.00,326
01/11/2004 12.00.00,319
01/11/2004 13.00.00,320
01/11/2004 14.00.00,174
01/11/2004 15.00.00,664
01/11/2004 16.00.00,376
01/11/2004 17.00.00,496
01/11/2004 18.00.00,510
01/11/2004 19.00.00,465
01/11/2004 20.00.00,407
01/11/2004 21.00.00,412
01/11/2004 22.00.00,403
01/11/2004 23.00.00,357
02/11/2004 00.00.00,259
02/11/2004 01.00.00,227
02/11/2004 02.00.00,147
02/11/2004 03.00.00,-200
02/11/2004 04.00.00,1069
02/11/2004 05.00.00,96
02/11/2004 06.00.00,73
02/11/2004 07.00.00,309
02/11/2004 08.00.00,607
02/11/2004 09.00.00,562
02/11/2004 10.00.00,560
02/11/2004 11.00.00,844
02/11/2004 12.00.00,667
02/11/2004 13.00.00,583
02/11/2004 14.00.00,726
02/11/2004 15.00.00,674
02/11/2004 16.00.00,544
02/11/2004 17.00.00,715
02/11/2004 18.00.00,789
02/11/2004 19.00.00,359
02/11/2004 20.00.00,859
02/11/2004 21.00.00,668
02/11/2004 22.00.00,454
02/11/2004 23.00.00,337
03/11/2004 00.00.00,127
03/11/2004 01.00.00,281
03/11/2004 02.00.00,252
03/11/2004 03.00.00,-200
03/11/2004 04.00.00,985
03/11/2004 05.00.00,69
03/11/2004 06.00.00,151
03/11/2004 07.00.00,231
03/11/2004 08.00.00,297
03/11/2004 09.00.00,515
03/11/2004 10.00.00,499
03/11/2004 11.00.00,445
03/11/2004 12.00.00,464
03/11/2004 13.00.00,298
03/11/2004 14.00.00,266
03/11/2004 15.00.00,323
03/11/2004 16.00.00,352
03/11/2004 17.00.00,372
03/11/2004 18.00.00,383
03/11/2004 19.00.00,455
03/11/2004 20.00.00,355
03/11/2004 21.00.00,267
03/11/2004 22.00.00,308
03/11/2004 23.00.00,313
04/11/2004 00.00.00,216
04/11/2004 01.00.00,137
04/11/2004 02.00.00,140
04/11/2004 03.00.00,-200
04/11/2004 04.00.00,94
04/11/2004 05.00.00,79
04/11/2004 06.00.00,156
04/11/2004 07.00.00,153
04/11/2004 08.00.00,464
04/11/2004 09.00.00,435
04/11/2004 10.00.00,462
04/11/2004 11.00.00,517
04/11/2004 12.00.00,545
04/11/2004 13.00.00,507
04/11/2004 14.00.00,478
04/11/2004 15.00.00,467
04/11/2004 16.00.00,457
04/11/2004 17.00.00,340
04/11/2004 18.00.00,1014
04/11/2004 19.00.00,633
04/11/2004 20.00.00,485
04/11/2004 21.00.00,480
04/11/2004 22.00.00,572
04/11/2004 23.00.00,345
05/11/2004 00.00.00,195
05/11/2004 01.00.00,213
05/11/2004 02.00.00,216
05/11/2004 03.00.00,-200
05/11/2004 04.00.00,73
05/11/2004 05.00.00,67
05/11/2004 06.00.00,96
05/11/2004 07.00.00,162
05/11/2004 08.00.00,583
05/11/2004 09.00.00,725
05/11/2004 10.00.00,658
05/11/2004 11.00.00,710
05/11/2004 12.00.00,445
05/11/2004 13.00.00,455
05/11/2004 14.00.00,524
05/11/2004 15.00.00,527
05/11/2004 16.00.00,435
05/11/2004 17.00.00,1001
05/11/2004 18.00.00,359
05/11/2004 19.00.00,370
05/11/2004 20.00.00,348
05/11/2004 21.00.00,361
05/11/2004 22.00.00,255
05/11/2004 23.00.00,162
06/11/2004 00.00.00,166
06/11/2004 01.00.00,247
06/11/2004 02.00.00,255
06/11/2004 03.00.00,-200
06/11/2004 04.00.00,129
06/11/2004 05.00.00,83
06/11/2004 06.00.00,114
06/11/2004 07.00.00,233
06/11/2004 08.00.00,448
06/11/2004 09.00.00,455
06/11/2004 10.00.00,254
06/11/2004 11.00.00,313
06/11/2004 12.00.00,490
06/11/2004 13.00.00,496
06/11/2004 14.00.00,514
06/11/2004 15.00.00,454
06/11/2004 16.00.00,507
06/11/2004 17.00.00,474
06/11/2004 18.00.00,404
06/11/2004 19.00.00,356
06/11/2004 20.00.00,345
06/11/2004 21.00.00,395
06/11/2004 22.00.00,249
06/11/2004 23.00.00,197
07/11/2004 00.00.00,224
07/11/2004 01.00.00,737
07/11/2004 02.00.00,177
07/11/2004 03.00.00,-200
07/11/2004 04.00.00,980
07/11/2004 05.00.00,64
07/11/2004 06.00.00,44
07/11/2004 07.00.00,53
07/11/2004 08.00.00,94
07/11/2004 09.00.00,100
07/11/2004 10.00.00,98
07/11/2004 11.00.00,115
07/11/2004 12.00.00,1083
07/11/2004 13.00.00,1091
07/11/2004 14.00.00,55
07/11/2004 15.00.00,59
07/11/2004 16.00.00,95
07/11/2004 17.00.00,107
07/11/2004 18.00.00,189
07/11/2004 19.00.00,386
07/11/2004 20.00.00,412
07/11/2004 21.00.00,342
07/11/2004 22.00.00,255
07/11/2004 23.00.00,89
08/11/2004 00.00.00,106
08/11/2004 01.00.00,109
08/11/2004 02.00.00,67
08/11/2004 03.00.00,-200
08/11/2004 04.00.00,13
08/11/2004 05.00.00,20
08/11/2004 06.00.00,33
08/11/2004 07.00.00,146
08/11/2004 08.00.00,359
08/11/2004 09.00.00,322
08/11/2004 10.00.00,293
08/11/2004 11.00.00,255
08/11/2004 12.00.00,233
08/11/2004 13.00.00,220
08/11/2004 14.00.00,246
08/11/2004 15.00.00,272
08/11/2004 16.00.00,358
08/11/2004 17.00.00,514
08/11/2004 18.00.00,742
08/11/2004 19.00.00,-200
08/11/2004 20.00.00,566
08/11/2004 21.00.00,679
08/11/2004 22.00.00,816
08/11/2004 23.00.00,855
09/11/2004 00.00.00,940
09/11/2004 01.00.00,1032
09/11/2004 02.00.00,1088
09/11/2004 03.00.00,1224
09/11/2004 04.00.00,1296
09/11/2004 05.00.00,1238
09/11/2004 06.00.00,1099
09/11/2004 07.00.00,873
09/11/2004 08.00.00,575
09/11/2004 09.00.00,550
09/11/2004 10.00.00,588
09/11/2004 11.00.00,548
09/11/2004 12.00.00,727
09/11/2004 13.00.00,733
09/11/2004 14.00.00,669
09/11/2004 15.00.00,-200
09/11/2004 16.00.00,-200
09/11/2004 17.00.00,-200
09/11/2004 18.00.00,-200
09/11/2004 19.00.00,-200
09/11/2004 20.00.00,-200
09/11/2004 21.00.00,748
09/11/2004 22.00.00,-200
09/11/2004 23.00.00,-200
10/11/2004 00.00.00,-200
10/11/2004 01.00.00,-200
10/11/2004 02.00.00,-200
10/11/2004 03.00.00,-200
10/11/2004 04.00.00,32
10/11/2004 05.00.00,29
10/11/2004 06.00.00,48
10/11/2004 07.00.00,113
10/11/2004 08.00.00,267
10/11/2004 09.00.00,760
10/11/2004 10.00.00,354
10/11/2004 11.00.00,316
10/11/2004 12.00.00,395
10/11/2004 13.00.00,391
10/11/2004 14.00.00,457
10/11/2004 15.00.00,448
10/11/2004 16.00.00,543
10/11/2004 17.00.00,574
10/11/2004 18.00.00,435
10/11/2004 19.00.00,504
10/11/2004 20.00.00,586
10/11/2004 21.00.00,580
10/11/2004 22.00.00,346
10/11/2004 23.00.00,531
11/11/2004 00.00.00,477
11/11/2004 01.00.00,344
11/11/2004 02.00.00,219
11/11/2004 03.00.00,-200
11/11/2004 04.00.00,174
11/11/2004 05.00.00,165
11/11/2004 06.00.00,250
11/11/2004 07.00.00,388
11/11/2004 08.00.00,758
11/11/2004 09.00.00,1247
11/11/2004 10.00.00,1110
11/11/2004 11.00.00,1145
11/11/2004 12.00.00,628
11/11/2004 13.00.00,557
11/11/2004 14.00.00,678
11/11/2004 15.00.00,659
11/11/2004 16.00.00,552
11/11/2004 17.00.00,395
11/11/2004 18.00.00,573
11/11/2004 19.00.00,463
11/11/2004 20.00.00,568
11/11/2004 21.00.00,706
11/11/2004 22.00.00,193
11/11/2004 23.00.00,151
12/11/2004 00.00.00,167
12/11/2004 01.00.00,239
12/11/2004 02.00.00,102
12/11/2004 03.00.00,-200
12/11/2004 04.00.00,1213
12/11/2004 05.00.00,71
12/11/2004 06.00.00,79
12/11/2004 07.00.00,117
12/11/2004 08.00.00,266
12/11/2004 09.00.00,741
12/11/2004 10.00.00,257
12/11/2004 11.00.00,311
12/11/2004 12.00.00,279
12/11/2004 13.00.00,730
12/11/2004 14.00.00,310
12/11/2004 15.00.00,352
12/11/2004 16.00.00,337
12/11/2004 17.00.00,358
12/11/2004 18.00.00,575
12/11/2004 19.00.00,600
12/11/2004 20.00.00,470
12/11/2004 21.00.00,522
12/11/2004 22.00.00,208
12/11/2004 23.00.00,205
13/11/2004 00.00.00,217
13/11/2004 01.00.00,216
13/11/2004 02.00.00,1037
13/11/2004 03.00.00,-200
13/11/2004 04.00.00,174
13/11/2004 05.00.00,927
13/11/2004 06.00.00,904
13/11/2004 07.00.00,140
13/11/2004 08.00.00,421
13/11/2004 09.00.00,350
13/11/2004 10.00.00,550
13/11/2004 11.00.00,589
13/11/2004 12.00.00,537
13/11/2004 13.00.00,473
13/11/2004 14.00.00,364
13/11/2004 15.00.00,270
13/11/2004 16.00.00,368
13/11/2004 17.00.00,318
13/11/2004 18.00.00,244
13/11/2004 19.00.00,234
13/11/2004 20.00.00,296
13/11/2004 21.00.00,205
13/11/2004 22.00.00,95
13/11/2004 23.00.00,93
14/11/2004 00.00.00,100
14/11/2004 01.00.00,100
14/11/2004 02.00.00,63
14/11/2004 03.00.00,-200
14/11/2004 04.00.00,36
14/11/2004 05.00.00,24
14/11/2004 06.00.00,20
14/11/2004 07.00.00,25
14/11/2004 08.00.00,39
14/11/2004 09.00.00,57
14/11/2004 10.00.00,59
14/11/2004 11.00.00,65
14/11/2004 12.00.00,93
14/11/2004 13.00.00,112
14/11/2004 14.00.00,110
14/11/2004 15.00.00,81
14/11/2004 16.00.00,100
14/11/2004 17.00.00,109
14/11/2004 18.00.00,148
14/11/2004 19.00.00,207
14/11/2004 20.00.00,210
14/11/2004 21.00.00,1678
14/11/2004 22.00.00,109
14/11/2004 23.00.00,128
15/11/2004 00.00.00,96
15/11/2004 01.00.00,65
15/11/2004 02.00.00,42
15/11/2004 03.00.00,-200
15/11/2004 04.00.00,1768
15/11/2004 05.00.00,28
15/11/2004 06.00.00,55
15/11/2004 07.00.00,181
15/11/2004 08.00.00,871
15/11/2004 09.00.00,442
15/11/2004 10.00.00,361
15/11/2004 11.00.00,288
15/11/2004 12.00.00,330
15/11/2004 13.00.00,300
15/11/2004 14.00.00,239
15/11/2004 15.00.00,265
15/11/2004 16.00.00,287
15/11/2004 17.00.00,403
15/11/2004 18.00.00,691
15/11/2004 19.00.00,446
15/11/2004 20.00.00,685
15/11/2004 21.00.00,355
15/11/2004 22.00.00,217
15/11/2004 23.00.00,180
16/11/2004 00.00.00,167
16/11/2004 01.00.00,1113
16/11/2004 02.00.00,113
16/11/2004 03.00.00,-200
16/11/2004 04.00.00,37
16/11/2004 05.00.00,50
16/11/2004 06.00.00,96
16/11/2004 07.00.00,271
16/11/2004 08.00.00,892
16/11/2004 09.00.00,1071
16/11/2004 10.00.00,839
16/11/2004 11.00.00,713
16/11/2004 12.00.00,498
16/11/2004 13.00.00,389
16/11/2004 14.00.00,457
16/11/2004 15.00.00,425
16/11/2004 16.00.00,483
16/11/2004 17.00.00,604
16/11/2004 18.00.00,648
16/11/2004 19.00.00,427
16/11/2004 20.00.00,461
16/11/2004 21.00.00,436
16/11/2004 22.00.00,300
16/11/2004 23.00.00,277
17/11/2004 00.00.00,196
17/11/2004 01.00.00,277
17/11/2004 02.00.00,131
17/11/2004 03.00.00,-200
17/11/2004 04.00.00,97
17/11/2004 05.00.00,105
17/11/2004 06.00.00,138
17/11/2004 07.00.00,183
17/11/2004 08.00.00,664
17/11/2004 09.00.00,611
17/11/2004 10.00.00,600
17/11/2004 11.00.00,593
17/11/2004 12.00.00,878
17/11/2004 13.00.00,905
17/11/2004 14.00.00,808
17/11/2004 15.00.00,557
17/11/2004 16.00.00,839
17/11/2004 17.00.00,1290
17/11/2004 18.00.00,748
17/11/2004 19.00.00,1148
17/11/2004 20.00.00,729
17/11/2004 21.00.00,810
17/11/2004 22.00.00,427
17/11/2004 23.00.00,274
18/11/2004 00.00.00,387
18/11/2004 01.00.00,235
18/11/2004 02.00.00,852
18/11/2004 03.00.00,-200
18/11/2004 04.00.00,185
18/11/2004 05.00.00,212
18/11/2004 06.00.00,358
18/11/2004 07.00.00,531
18/11/2004 08.00.00,992
18/11/2004 09.00.00,1132
18/11/2004 10.00.00,1195
18/11/2004 11.00.00,1120
18/11/2004 12.00.00,870
18/11/2004 13.00.00,570
18/11/2004 14.00.00,384
18/11/2004 15.00.00,381
18/11/2004 16.00.00,541
18/11/2004 17.00.00,484
18/11/2004 18.00.00,549
18/11/2004 19.00.00,596
18/11/2004 20.00.00,620
18/11/2004 21.00.00,542
18/11/2004 22.00.00,381
18/11/2004 23.00.00,270
19/11/2004 00.00.00,284
19/11/2004 01.00.00,204
19/11/2004 02.00.00,93
19/11/2004 03.00.00,-200
19/11/2004 04.00.00,51
19/11/2004 05.00.00,45
19/11/2004 06.00.00,1126
19/11/2004 07.00.00,198
19/11/2004 08.00.00,633
19/11/2004 09.00.00,548
19/11/2004 10.00.00,588
19/11/2004 11.00.00,612
19/11/2004 12.00.00,428
19/11/2004 13.00.00,463
19/11/2004 14.00.00,479
19/11/2004 15.00.00,574
19/11/2004 16.00.00,583
19/11/2004 17.00.00,760
19/11/2004 18.00.00,691
19/11/2004 19.00.00,832
19/11/2004 20.00.00,881
19/11/2004 21.00.00,390
19/11/2004 22.00.00,207
19/11/2004 23.00.00,204
20/11/2004 00.00.00,243
20/11/2004 01.00.00,264
20/11/2004 02.00.00,215
20/11/2004 03.00.00,-200
20/11/2004 04.00.00,1278
20/11/2004 05.00.00,92
20/11/2004 06.00.00,174
20/11/2004 07.00.00,294
20/11/2004 08.00.00,769
20/11/2004 09.00.00,573
20/11/2004 10.00.00,661
20/11/2004 11.00.00,555
20/11/2004 12.00.00,363
20/11/2004 13.00.00,302
20/11/2004 14.00.00,340
20/11/2004 15.00.00,306
20/11/2004 16.00.00,377
20/11/2004 17.00.00,625
20/11/2004 18.00.00,870
20/11/2004 19.00.00,421
20/11/2004 20.00.00,294
20/11/2004 21.00.00,339
20/11/2004 22.00.00,260
20/11/2004 23.00.00,256
21/11/2004 00.00.00,572
21/11/2004 01.00.00,428
21/11/2004 02.00.00,195
21/11/2004 03.00.00,-200
21/11/2004 04.00.00,160
21/11/2004 05.00.00,101
21/11/2004 06.00.00,97
21/11/2004 07.00.00,1051
21/11/2004 08.00.00,227
21/11/2004 09.00.00,253
21/11/2004 10.00.00,234
21/11/2004 11.00.00,291
21/11/2004 12.00.00,402
21/11/2004 13.00.00,492
21/11/2004 14.00.00,351
21/11/2004 15.00.00,160
21/11/2004 16.00.00,292
21/11/2004 17.00.00,537
21/11/2004 18.00.00,607
21/11/2004 19.00.00,308
21/11/2004 20.00.00,277
21/11/2004 21.00.00,348
21/11/2004 22.00.00,267
21/11/2004 23.00.00,810
22/11/2004 00.00.00,163
22/11/2004 01.00.00,795
22/11/2004 02.00.00,212
22/11/2004 03.00.00,-200
22/11/2004 04.00.00,1146
22/11/2004 05.00.00,1127
22/11/2004 06.00.00,201
22/11/2004 07.00.00,333
22/11/2004 08.00.00,733
22/11/2004 09.00.00,846
22/11/2004 10.00.00,801
22/11/2004 11.00.00,884
22/11/2004 12.00.00,784
22/11/2004 13.00.00,490
22/11/2004 14.00.00,953
22/11/2004 15.00.00,980
22/11/2004 16.00.00,1058
22/11/2004 17.00.00,459
22/11/2004 18.00.00,1301
22/11/2004 19.00.00,1345
22/11/2004 20.00.00,1218
22/11/2004 21.00.00,884
22/11/2004 22.00.00,650
22/11/2004 23.00.00,444
23/11/2004 00.00.00,370
23/11/2004 01.00.00,349
23/11/2004 02.00.00,287
23/11/2004 03.00.00,-200
23/11/2004 04.00.00,776
23/11/2004 05.00.00,238
23/11/2004 06.00.00,316
23/11/2004 07.00.00,508
23/11/2004 08.00.00,920
23/11/2004 09.00.00,980
23/11/2004 10.00.00,1188
23/11/2004 11.00.00,478
23/11/2004 12.00.00,999
23/11/2004 13.00.00,955
23/11/2004 14.00.00,1189
23/11/2004 15.00.00,933
23/11/2004 16.00.00,898
23/11/2004 17.00.00,1201
23/11/2004 18.00.00,1369
23/11/2004 19.00.00,1389
23/11/2004 20.00.00,1358
23/11/2004 21.00.00,1189
23/11/2004 22.00.00,866
23/11/2004 23.00.00,482
24/11/2004 00.00.00,715
24/11/2004 01.00.00,558
24/11/2004 02.00.00,467
24/11/2004 03.00.00,-200
24/11/2004 04.00.00,295
24/11/2004 05.00.00,947
24/11/2004 06.00.00,907
24/11/2004 07.00.00,380
24/11/2004 08.00.00,717
24/11/2004 09.00.00,803
24/11/2004 10.00.00,726
24/11/2004 11.00.00,558
24/11/2004 12.00.00,711
24/11/2004 13.00.00,695
24/11/2004 14.00.00,436
24/11/2004 15.00.00,490
24/11/2004 16.00.00,602
24/11/2004 17.00.00,732
24/11/2004 18.00.00,865
24/11/2004 19.00.00,936
24/11/2004 20.00.00,1074
24/11/2004 21.00.00,812
24/11/2004 22.00.00,773
24/11/2004 23.00.00,761
25/11/2004 00.00.00,538
25/11/2004 01.00.00,547
25/11/2004 02.00.00,666
25/11/2004 03.00.00,-200
25/11/2004 04.00.00,456
25/11/2004 05.00.00,486
25/11/2004 06.00.00,724
25/11/2004 07.00.00,585
25/11/2004 08.00.00,537
25/11/2004 09.00.00,845
25/11/2004 10.00.00,807
25/11/2004 11.00.00,603
25/11/2004 12.00.00,391
25/11/2004 13.00.00,696
25/11/2004 14.00.00,358
25/11/2004 15.00.00,403
25/11/2004 16.00.00,465
25/11/2004 17.00.00,558
25/11/2004 18.00.00,660
25/11/2004 19.00.00,402
25/11/2004 20.00.00,350
25/11/2004 21.00.00,355
25/11/2004 22.00.00,743
25/11/2004 23.00.00,266
26/11/2004 00.00.00,373
26/11/2004 01.00.00,417
26/11/2004 02.00.00,308
26/11/2004 03.00.00,-200
26/11/2004 04.00.00,757
26/11/2004 05.00.00,196
26/11/2004 06.00.00,864
26/11/2004 07.00.00,393
26/11/2004 08.00.00,864
26/11/2004 09.00.00,960
26/11/2004 10.00.00,1056
26/11/2004 11.00.00,543
26/11/2004 12.00.00,522
26/11/2004 13.00.00,854
26/11/2004 14.00.00,949
26/11/2004 15.00.00,932
26/11/2004 16.00.00,1071
26/11/2004 17.00.00,1134
26/11/2004 18.00.00,1389
26/11/2004 19.00.00,866
26/11/2004 20.00.00,947
26/11/2004 21.00.00,1155
26/11/2004 22.00.00,798
26/11/2004 23.00.00,696
27/11/2004 00.00.00,654
27/11/2004 01.00.00,685
27/11/2004 02.00.00,574
27/11/2004 03.00.00,-200
27/11/2004 04.00.00,319
27/11/2004 05.00.00,821
27/11/2004 06.00.00,320
27/11/2004 07.00.00,439
27/11/2004 08.00.00,398
27/11/2004 09.00.00,637
27/11/2004 10.00.00,699
27/11/2004 11.00.00,699
27/11/2004 12.00.00,853
27/11/2004 13.00.00,743
27/11/2004 14.00.00,745
27/11/2004 15.00.00,741
27/11/2004 16.00.00,765
27/11/2004 17.00.00,632
27/11/2004 18.00.00,808
27/11/2004 19.00.00,703
27/11/2004 20.00.00,764
27/11/2004 21.00.00,667
27/11/2004 22.00.00,355
27/11/2004 23.00.00,359
28/11/2004 00.00.00,327
28/11/2004 01.00.00,289
28/11/2004 02.00.00,790
28/11/2004 03.00.00,138
28/11/2004 04.00.00,1010
28/11/2004 05.00.00,60
28/11/2004 06.00.00,62
28/11/2004 07.00.00,73
28/11/2004 08.00.00,1056
28/11/2004 09.00.00,166
28/11/2004 10.00.00,98
28/11/2004 11.00.00,153
28/11/2004 12.00.00,307
28/11/2004 13.00.00,416
28/11/2004 14.00.00,346
28/11/2004 15.00.00,252
28/11/2004 16.00.00,326
28/11/2004 17.00.00,490
28/11/2004 18.00.00,452
28/11/2004 19.00.00,542
28/11/2004 20.00.00,605
28/11/2004 21.00.00,577
28/11/2004 22.00.00,491
28/11/2004 23.00.00,492
29/11/2004 00.00.00,658
29/11/2004 01.00.00,283
29/11/2004 02.00.00,280
29/11/2004 03.00.00,-200
29/11/2004 04.00.00,156
29/11/2004 05.00.00,166
29/11/2004 06.00.00,225
29/11/2004 07.00.00,707
29/11/2004 08.00.00,760
29/11/2004 09.00.00,948
29/11/2004 10.00.00,1044
29/11/2004 11.00.00,1172
29/11/2004 12.00.00,564
29/11/2004 13.00.00,366
29/11/2004 14.00.00,346
29/11/2004 15.00.00,289
29/11/2004 16.00.00,316
29/11/2004 17.00.00,238
29/11/2004 18.00.00,267
29/11/2004 19.00.00,182
29/11/2004 20.00.00,197
29/11/2004 21.00.00,149
29/11/2004 22.00.00,124
29/11/2004 23.00.00,1472
30/11/2004 00.00.00,109
30/11/2004 01.00.00,169
30/11/2004 02.00.00,124
30/11/2004 03.00.00,-200
30/11/2004 04.00.00,50
30/11/2004 05.00.00,47
30/11/2004 06.00.00,110
30/11/2004 07.00.00,193
30/11/2004 08.00.00,475
30/11/2004 09.00.00,420
30/11/2004 10.00.00,439
30/11/2004 11.00.00,461
30/11/2004 12.00.00,897
30/11/2004 13.00.00,232
30/11/2004 14.00.00,241
30/11/2004 15.00.00,278
30/11/2004 16.00.00,496
30/11/2004 17.00.00,464
30/11/2004 18.00.00,600
30/11/2004 19.00.00,692
30/11/2004 20.00.00,731
30/11/2004 21.00.00,491
30/11/2004 22.00.00,284
30/11/2004 23.00.00,245
01/12/2004 00.00.00,273
01/12/2004 01.00.00,157
01/12/2004 02.00.00,117
01/12/2004 03.00.00,-200
01/12/2004 04.00.00,2061
01/12/2004 05.00.00,100
01/12/2004 06.00.00,135
01/12/2004 07.00.00,301
01/12/2004 08.00.00,641
01/12/2004 09.00.00,1104
01/12/2004 10.00.00,861
01/12/2004 11.00.00,629
01/12/2004 12.00.00,737
01/12/2004 13.00.00,1249
01/12/2004 14.00.00,933
01/12/2004 15.00.00,1143
01/12/2004 16.00.00,987
01/12/2004 17.00.00,985
01/12/2004 18.00.00,1040
01/12/2004 19.00.00,1401
01/12/2004 20.00.00,279
01/12/2004 21.00.00,280
01/12/2004 22.00.00,280
01/12/2004 23.00.00,1648
02/12/2004 00.00.00,316
02/12/2004 01.00.00,223
02/12/2004 02.00.00,180
02/12/2004 03.00.00,-200
02/12/2004 04.00.00,131
02/12/2004 05.00.00,101
02/12/2004 06.00.00,189
02/12/2004 07.00.00,336
02/12/2004 08.00.00,804
02/12/2004 09.00.00,444
02/12/2004 10.00.00,745
02/12/2004 11.00.00,685
02/12/2004 12.00.00,639
02/12/2004 13.00.00,668
02/12/2004 14.00.00,469
02/12/2004 15.00.00,605
02/12/2004 16.00.00,490
02/12/2004 17.00.00,774
02/12/2004 18.00.00,1001
02/12/2004 19.00.00,1184
02/12/2004 20.00.00,1020
02/12/2004 21.00.00,964
02/12/2004 22.00.00,741
02/12/2004 23.00.00,757
03/12/2004 00.00.00,564
03/12/2004 01.00.00,434
03/12/2004 02.00.00,308
03/12/2004 03.00.00,-200
03/12/2004 04.00.00,133
03/12/2004 05.00.00,103
03/12/2004 06.00.00,178
03/12/2004 07.00.00,289
03/12/2004 08.00.00,736
03/12/2004 09.00.00,416
03/12/2004 10.00.00,897
03/12/2004 11.00.00,596
03/12/2004 12.00.00,555
03/12/2004 13.00.00,495
03/12/2004 14.00.00,460
03/12/2004 15.00.00,445
03/12/2004 16.00.00,618
03/12/2004 17.00.00,858
03/12/2004 18.00.00,634
03/12/2004 19.00.00,575
03/12/2004 20.00.00,738
03/12/2004 21.00.00,739
03/12/2004 22.00.00,606
03/12/2004 23.00.00,542
04/12/2004 00.00.00,577
04/12/2004 01.00.00,568
04/12/2004 02.00.00,451
04/12/2004 03.00.00,-200
04/12/2004 04.00.00,779
04/12/2004 05.00.00,277
04/12/2004 06.00.00,291
04/12/2004 07.00.00,277
04/12/2004 08.00.00,510
04/12/2004 09.00.00,451
04/12/2004 10.00.00,584
04/12/2004 11.00.00,260
04/12/2004 12.00.00,492
04/12/2004 13.00.00,580
04/12/2004 14.00.00,373
04/12/2004 15.00.00,497
04/12/2004 16.00.00,413
04/12/2004 17.00.00,444
04/12/2004 18.00.00,533
04/12/2004 19.00.00,325
04/12/2004 20.00.00,439
04/12/2004 21.00.00,506
04/12/2004 22.00.00,766
04/12/2004 23.00.00,235
05/12/2004 00.00.00,378
05/12/2004 01.00.00,808
05/12/2004 02.00.00,180
05/12/2004 03.00.00,1034
05/12/2004 04.00.00,1033
05/12/2004 05.00.00,106
05/12/2004 06.00.00,87
05/12/2004 07.00.00,96
05/12/2004 08.00.00,120
05/12/2004 09.00.00,130
05/12/2004 10.00.00,1001
05/12/2004 11.00.00,176
05/12/2004 12.00.00,209
05/12/2004 13.00.00,309
05/12/2004 14.00.00,226
05/12/2004 15.00.00,246
05/12/2004 16.00.00,208
05/12/2004 17.00.00,154
05/12/2004 18.00.00,275
05/12/2004 19.00.00,880
05/12/2004 20.00.00,237
05/12/2004 21.00.00,225
05/12/2004 22.00.00,1025
05/12/2004 23.00.00,1012
06/12/2004 00.00.00,1094
06/12/2004 01.00.00,125
06/12/2004 02.00.00,150
06/12/2004 03.00.00,-200
06/12/2004 04.00.00,78
06/12/2004 05.00.00,108
06/12/2004 06.00.00,181
06/12/2004 07.00.00,302
06/12/2004 08.00.00,587
06/12/2004 09.00.00,712
06/12/2004 10.00.00,698
06/12/2004 11.00.00,576
06/12/2004 12.00.00,438
06/12/2004 13.00.00,562
06/12/2004 14.00.00,467
06/12/2004 15.00.00,323
06/12/2004 16.00.00,391
06/12/2004 17.00.00,379
06/12/2004 18.00.00,387
06/12/2004 19.00.00,571
06/12/2004 20.00.00,349
06/12/2004 21.00.00,337
06/12/2004 22.00.00,245
06/12/2004 23.00.00,236
07/12/2004 00.00.00,191
07/12/2004 01.00.00,273
07/12/2004 02.00.00,211
07/12/2004 03.00.00,-200
07/12/2004 04.00.00,1074
07/12/2004 05.00.00,126
07/12/2004 06.00.00,146
07/12/2004 07.00.00,985
07/12/2004 08.00.00,450
07/12/2004 09.00.00,499
07/12/2004 10.00.00,574
07/12/2004 11.00.00,679
07/12/2004 12.00.00,572
07/12/2004 13.00.00,733
07/12/2004 14.00.00,455
07/12/2004 15.00.00,818
07/12/2004 16.00.00,356
07/12/2004 17.00.00,350
07/12/2004 18.00.00,359
07/12/2004 19.00.00,358
07/12/2004 20.00.00,289
07/12/2004 21.00.00,359
07/12/2004 22.00.00,355
07/12/2004 23.00.00,244
08/12/2004 00.00.00,194
08/12/2004 01.00.00,176
08/12/2004 02.00.00,170
08/12/2004 03.00.00,-200
08/12/2004 04.00.00,212
08/12/2004 05.00.00,990
08/12/2004 06.00.00,177
08/12/2004 07.00.00,917
08/12/2004 08.00.00,985
08/12/2004 09.00.00,184
08/12/2004 10.00.00,310
08/12/2004 11.00.00,363
08/12/2004 12.00.00,302
08/12/2004 13.00.00,424
08/12/2004 14.00.00,258
08/12/2004 15.00.00,179
08/12/2004 16.00.00,221
08/12/2004 17.00.00,303
08/12/2004 18.00.00,429
08/12/2004 19.00.00,357
08/12/2004 20.00.00,438
08/12/2004 21.00.00,457
08/12/2004 22.00.00,355
08/12/2004 23.00.00,348
